Date,Stage,Flow
2021-08-03 9:35,0.758,0.84
2021-08-03 9:40,0.759,0.847
2021-08-03 9:45,0.758,0.84
2021-08-03 9:50,0.758,0.84
2021-08-03 9:55,0.759,0.847
2021-08-03 10:00,0.758,0.84
2021-08-03 10:05,0.759,0.847
2021-08-03 10:10,0.759,0.847
2021-08-03 10:15,0.758,0.84
2021-08-03 10:20,0.758,0.84
2021-08-03 10:25,0.758,0.84
2021-08-03 10:30,0.758,0.84
2021-08-03 10:35,0.758,0.84
2021-08-03 10:40,0.758,0.84
2021-08-03 10:45,0.758,0.84
2021-08-03 10:50,0.758,0.84
2021-08-03 10:55,0.758,0.84
2021-08-03 11:00,0.758,0.84
2021-08-03 11:05,0.759,0.847
2021-08-03 11:10,0.758,0.84
2021-08-03 11:15,0.758,0.84
2021-08-03 11:20,0.758,0.84
2021-08-03 11:25,0.758,0.84
2021-08-03 11:30,0.758,0.84
2021-08-03 11:35,0.759,0.847
2021-08-03 11:40,0.758,0.84
2021-08-03 11:45,0.758,0.84
2021-08-03 11:50,0.758,0.84
2021-08-03 11:55,0.758,0.84
2021-08-03 12:00,0.758,0.84
2021-08-03 12:05,0.758,0.84
2021-08-03 12:10,0.758,0.84
2021-08-03 12:15,0.757,0.833
2021-08-03 12:20,0.758,0.84
2021-08-03 12:25,0.758,0.84
2021-08-03 12:30,0.757,0.833
2021-08-03 12:35,0.758,0.84
2021-08-03 12:40,0.757,0.833
2021-08-03 12:45,0.757,0.833
2021-08-03 12:50,0.757,0.833
2021-08-03 12:55,0.758,0.84
2021-08-03 13:00,0.757,0.833
2021-08-03 13:05,0.758,0.84
2021-08-03 13:10,0.757,0.833
2021-08-03 13:15,0.757,0.833
2021-08-03 13:20,0.757,0.833
2021-08-03 13:25,0.757,0.833
2021-08-03 13:30,0.757,0.833
2021-08-03 13:35,0.757,0.833
2021-08-03 13:40,0.757,0.833
2021-08-03 13:45,0.757,0.833
2021-08-03 13:50,0.757,0.833
2021-08-03 13:55,0.756,0.827
2021-08-03 14:00,0.757,0.833
2021-08-03 14:05,0.756,0.827
2021-08-03 14:10,0.756,0.827
2021-08-03 14:15,0.757,0.833
2021-08-03 14:20,0.757,0.833
2021-08-03 14:25,0.757,0.833
2021-08-03 14:30,0.756,0.827
2021-08-03 14:35,0.757,0.833
2021-08-03 14:40,0.756,0.827
2021-08-03 14:45,0.756,0.827
2021-08-03 14:50,0.756,0.827
2021-08-03 14:55,0.756,0.827
2021-08-03 15:00,0.756,0.827
2021-08-03 15:05,0.756,0.827
2021-08-03 15:10,0.756,0.827
2021-08-03 15:15,0.756,0.827
2021-08-03 15:20,0.756,0.827
2021-08-03 15:25,0.756,0.827
2021-08-03 15:30,0.756,0.827
2021-08-03 15:35,0.756,0.827
2021-08-03 15:40,0.756,0.827
2021-08-03 15:45,0.756,0.827
2021-08-03 15:50,0.756,0.827
2021-08-03 15:55,0.756,0.827
2021-08-03 16:00,0.756,0.827
2021-08-03 16:05,0.756,0.827
2021-08-03 16:10,0.756,0.827
2021-08-03 16:15,0.756,0.827
2021-08-03 16:20,0.756,0.827
2021-08-03 16:25,0.756,0.827
2021-08-03 16:30,0.755,0.82
2021-08-03 16:35,0.756,0.827
2021-08-03 16:40,0.756,0.827
2021-08-03 16:45,0.756,0.827
2021-08-03 16:50,0.756,0.827
2021-08-03 16:55,0.756,0.827
2021-08-03 17:00,0.756,0.827
2021-08-03 17:05,0.756,0.827
2021-08-03 17:10,0.756,0.827
2021-08-03 17:15,0.756,0.827
2021-08-03 17:20,0.756,0.827
2021-08-03 17:25,0.756,0.827
2021-08-03 17:30,0.756,0.827
2021-08-03 17:35,0.756,0.827
2021-08-03 17:40,0.756,0.827
2021-08-03 17:45,0.756,0.827
2021-08-03 17:50,0.755,0.82
2021-08-03 17:55,0.755,0.82
2021-08-03 18:00,0.755,0.82
2021-08-03 18:05,0.756,0.827
2021-08-03 18:10,0.756,0.827
2021-08-03 18:15,0.755,0.82
2021-08-03 18:20,0.755,0.82
2021-08-03 18:25,0.756,0.827
2021-08-03 18:30,0.755,0.82
2021-08-03 18:35,0.755,0.82
2021-08-03 18:40,0.755,0.82
2021-08-03 18:45,0.755,0.82
2021-08-03 18:50,0.754,0.813
2021-08-03 18:55,0.755,0.82
2021-08-03 19:00,0.755,0.82
2021-08-03 19:05,0.754,0.813
2021-08-03 19:10,0.754,0.813
2021-08-03 19:15,0.754,0.813
2021-08-03 19:20,0.755,0.82
2021-08-03 19:25,0.754,0.813
2021-08-03 19:30,0.755,0.82
2021-08-03 19:35,0.754,0.813
2021-08-03 19:40,0.754,0.813
2021-08-03 19:45,0.755,0.82
2021-08-03 19:50,0.754,0.813
2021-08-03 19:55,0.754,0.813
2021-08-03 20:00,0.754,0.813
2021-08-03 20:05,0.754,0.813
2021-08-03 20:10,0.754,0.813
2021-08-03 20:15,0.754,0.813
2021-08-03 20:20,0.754,0.813
2021-08-03 20:25,0.753,0.807
2021-08-03 20:30,0.754,0.813
2021-08-03 20:35,0.753,0.807
2021-08-03 20:40,0.754,0.813
2021-08-03 20:45,0.754,0.813
2021-08-03 20:50,0.753,0.807
2021-08-03 20:55,0.753,0.807
2021-08-03 21:00,0.753,0.807
2021-08-03 21:05,0.753,0.807
2021-08-03 21:10,0.753,0.807
2021-08-03 21:15,0.753,0.807
2021-08-03 21:20,0.753,0.807
2021-08-03 21:25,0.753,0.807
2021-08-03 21:30,0.753,0.807
2021-08-03 21:35,0.753,0.807
2021-08-03 21:40,0.753,0.807
2021-08-03 21:45,0.753,0.807
2021-08-03 21:50,0.753,0.807
2021-08-03 21:55,0.752,0.8
2021-08-03 22:00,0.752,0.8
2021-08-03 22:05,0.752,0.8
2021-08-03 22:10,0.752,0.8
2021-08-03 22:15,0.753,0.807
2021-08-03 22:20,0.752,0.8
2021-08-03 22:25,0.752,0.8
2021-08-03 22:30,0.752,0.8
2021-08-03 22:35,0.753,0.807
2021-08-03 22:40,0.752,0.8
2021-08-03 22:45,0.752,0.8
2021-08-03 22:50,0.752,0.8
2021-08-03 22:55,0.752,0.8
2021-08-03 23:00,0.752,0.8
2021-08-03 23:05,0.752,0.8
2021-08-03 23:10,0.751,0.794
2021-08-03 23:15,0.752,0.8
2021-08-03 23:20,0.751,0.794
2021-08-03 23:25,0.751,0.794
2021-08-03 23:30,0.752,0.8
2021-08-03 23:35,0.751,0.794
2021-08-03 23:40,0.752,0.8
2021-08-03 23:45,0.752,0.8
2021-08-03 23:50,0.751,0.794
2021-08-03 23:55,0.751,0.794
2021-08-04 0:00,0.751,0.794
2021-08-04 0:05,0.752,0.8
2021-08-04 0:10,0.751,0.794
2021-08-04 0:15,0.751,0.794
2021-08-04 0:20,0.751,0.794
2021-08-04 0:25,0.751,0.794
2021-08-04 0:30,0.751,0.794
2021-08-04 0:35,0.751,0.794
2021-08-04 0:40,0.751,0.794
2021-08-04 0:45,0.751,0.794
2021-08-04 0:50,0.751,0.794
2021-08-04 0:55,0.751,0.794
2021-08-04 1:00,0.751,0.794
2021-08-04 1:05,0.75,0.787
2021-08-04 1:10,0.751,0.794
2021-08-04 1:15,0.75,0.787
2021-08-04 1:20,0.751,0.794
2021-08-04 1:25,0.751,0.794
2021-08-04 1:30,0.751,0.794
2021-08-04 1:35,0.751,0.794
2021-08-04 1:40,0.751,0.794
2021-08-04 1:45,0.751,0.794
2021-08-04 1:50,0.75,0.787
2021-08-04 1:55,0.75,0.787
2021-08-04 2:00,0.751,0.794
2021-08-04 2:05,0.751,0.794
2021-08-04 2:10,0.751,0.794
2021-08-04 2:15,0.751,0.794
2021-08-04 2:20,0.75,0.787
2021-08-04 2:25,0.751,0.794
2021-08-04 2:30,0.751,0.794
2021-08-04 2:35,0.751,0.794
2021-08-04 2:40,0.751,0.794
2021-08-04 2:45,0.75,0.787
2021-08-04 2:50,0.751,0.794
2021-08-04 2:55,0.751,0.794
2021-08-04 3:00,0.75,0.787
2021-08-04 3:05,0.75,0.787
2021-08-04 3:10,0.75,0.787
2021-08-04 3:15,0.75,0.787
2021-08-04 3:20,0.751,0.794
2021-08-04 3:25,0.75,0.787
2021-08-04 3:30,0.75,0.787
2021-08-04 3:35,0.751,0.794
2021-08-04 3:40,0.751,0.794
2021-08-04 3:45,0.75,0.787
2021-08-04 3:50,0.751,0.794
2021-08-04 3:55,0.751,0.794
2021-08-04 4:00,0.751,0.794
2021-08-04 4:05,0.75,0.787
2021-08-04 4:10,0.75,0.787
2021-08-04 4:15,0.75,0.787
2021-08-04 4:20,0.751,0.794
2021-08-04 4:25,0.751,0.794
2021-08-04 4:30,0.751,0.794
2021-08-04 4:35,0.751,0.794
2021-08-04 4:40,0.751,0.794
2021-08-04 4:45,0.751,0.794
2021-08-04 4:50,0.751,0.794
2021-08-04 4:55,0.751,0.794
2021-08-04 5:00,0.751,0.794
2021-08-04 5:05,0.75,0.787
2021-08-04 5:10,0.75,0.787
2021-08-04 5:15,0.751,0.794
2021-08-04 5:20,0.75,0.787
2021-08-04 5:25,0.751,0.794
2021-08-04 5:30,0.751,0.794
2021-08-04 5:35,0.751,0.794
2021-08-04 5:40,0.751,0.794
2021-08-04 5:45,0.751,0.794
2021-08-04 5:50,0.75,0.787
2021-08-04 5:55,0.75,0.787
2021-08-04 6:00,0.75,0.787
2021-08-04 6:05,0.751,0.794
2021-08-04 6:10,0.75,0.787
2021-08-04 6:15,0.75,0.787
2021-08-04 6:20,0.751,0.794
2021-08-04 6:25,0.752,0.801
2021-08-04 6:30,0.75,0.787
2021-08-04 6:35,0.75,0.787
2021-08-04 6:40,0.75,0.787
2021-08-04 6:45,0.751,0.794
2021-08-04 6:50,0.75,0.787
2021-08-04 6:55,0.75,0.787
2021-08-04 7:00,0.752,0.801
2021-08-04 7:05,0.751,0.794
2021-08-04 7:10,0.75,0.787
2021-08-04 7:15,0.75,0.787
2021-08-04 7:20,0.751,0.794
2021-08-04 7:25,0.75,0.787
2021-08-04 7:30,0.75,0.787
2021-08-04 7:35,0.75,0.787
2021-08-04 7:40,0.751,0.794
2021-08-04 7:45,0.751,0.794
2021-08-04 7:50,0.751,0.794
2021-08-04 7:55,0.751,0.794
2021-08-04 8:00,0.751,0.794
2021-08-04 8:05,0.75,0.787
2021-08-04 8:10,0.75,0.787
2021-08-04 8:15,0.751,0.794
2021-08-04 8:20,0.75,0.788
2021-08-04 8:25,0.751,0.794
2021-08-04 8:30,0.751,0.794
2021-08-04 8:35,0.75,0.788
2021-08-04 8:40,0.751,0.794
2021-08-04 8:45,0.751,0.794
2021-08-04 8:50,0.75,0.788
2021-08-04 8:55,0.751,0.794
2021-08-04 9:00,0.751,0.794
2021-08-04 9:05,0.751,0.794
2021-08-04 9:10,0.75,0.788
2021-08-04 9:15,0.75,0.788
2021-08-04 9:20,0.75,0.788
2021-08-04 9:25,0.751,0.794
2021-08-04 9:30,0.751,0.794
2021-08-04 9:35,0.751,0.794
2021-08-04 9:40,0.75,0.788
2021-08-04 9:45,0.751,0.794
2021-08-04 9:50,0.75,0.788
2021-08-04 9:55,0.752,0.801
2021-08-04 10:00,0.75,0.788
2021-08-04 10:05,0.751,0.794
2021-08-04 10:10,0.751,0.794
2021-08-04 10:15,0.752,0.801
2021-08-04 10:20,0.752,0.801
2021-08-04 10:25,0.751,0.794
2021-08-04 10:30,0.751,0.794
2021-08-04 10:35,0.752,0.801
2021-08-04 10:40,0.752,0.801
2021-08-04 10:45,0.752,0.801
2021-08-04 10:50,0.751,0.794
2021-08-04 10:55,0.751,0.794
2021-08-04 11:00,0.751,0.794
2021-08-04 11:05,0.752,0.801
2021-08-04 11:10,0.751,0.794
2021-08-04 11:15,0.751,0.794
2021-08-04 11:20,0.751,0.794
2021-08-04 11:25,0.751,0.794
2021-08-04 11:30,0.751,0.794
2021-08-04 11:35,0.752,0.801
2021-08-04 11:40,0.751,0.794
2021-08-04 11:45,0.751,0.794
2021-08-04 11:50,0.75,0.788
2021-08-04 11:55,0.751,0.794
2021-08-04 12:00,0.751,0.794
2021-08-04 12:05,0.751,0.794
2021-08-04 12:10,0.751,0.794
2021-08-04 12:15,0.751,0.794
2021-08-04 12:20,0.752,0.801
2021-08-04 12:25,0.751,0.794
2021-08-04 12:30,0.751,0.794
2021-08-04 12:35,0.751,0.794
2021-08-04 12:40,0.751,0.794
2021-08-04 12:45,0.751,0.794
2021-08-04 12:50,0.751,0.794
2021-08-04 12:55,0.751,0.794
2021-08-04 13:00,0.75,0.788
2021-08-04 13:05,0.75,0.788
2021-08-04 13:10,0.75,0.788
2021-08-04 13:15,0.751,0.794
2021-08-04 13:20,0.75,0.788
2021-08-04 13:25,0.751,0.794
2021-08-04 13:30,0.751,0.794
2021-08-04 13:35,0.751,0.794
2021-08-04 13:40,0.751,0.794
2021-08-04 13:45,0.75,0.788
2021-08-04 13:50,0.75,0.788
2021-08-04 13:55,0.75,0.788
2021-08-04 14:00,0.751,0.794
2021-08-04 14:05,0.751,0.794
2021-08-04 14:10,0.751,0.794
2021-08-04 14:15,0.751,0.794
2021-08-04 14:20,0.75,0.788
2021-08-04 14:25,0.75,0.788
2021-08-04 14:30,0.751,0.794
2021-08-04 14:35,0.75,0.788
2021-08-04 14:40,0.75,0.788
2021-08-04 14:45,0.75,0.788
2021-08-04 14:50,0.751,0.794
2021-08-04 14:55,0.751,0.794
2021-08-04 15:00,0.75,0.788
2021-08-04 15:05,0.75,0.788
2021-08-04 15:10,0.749,0.781
2021-08-04 15:15,0.75,0.788
2021-08-04 15:20,0.75,0.788
2021-08-04 15:25,0.75,0.788
2021-08-04 15:30,0.75,0.788
2021-08-04 15:35,0.75,0.788
2021-08-04 15:40,0.75,0.788
2021-08-04 15:45,0.75,0.788
2021-08-04 15:50,0.75,0.788
2021-08-04 15:55,0.75,0.788
2021-08-04 16:00,0.75,0.788
2021-08-04 16:05,0.75,0.788
2021-08-04 16:10,0.749,0.781
2021-08-04 16:15,0.749,0.781
2021-08-04 16:20,0.749,0.781
2021-08-04 16:25,0.749,0.781
2021-08-04 16:30,0.749,0.781
2021-08-04 16:35,0.749,0.781
2021-08-04 16:40,0.75,0.788
2021-08-04 16:45,0.749,0.781
2021-08-04 16:50,0.749,0.781
2021-08-04 16:55,0.749,0.781
2021-08-04 17:00,0.748,0.775
2021-08-04 17:05,0.748,0.775
2021-08-04 17:10,0.748,0.775
2021-08-04 17:15,0.748,0.775
2021-08-04 17:20,0.748,0.775
2021-08-04 17:25,0.748,0.775
2021-08-04 17:30,0.749,0.781
2021-08-04 17:35,0.748,0.775
2021-08-04 17:40,0.748,0.775
2021-08-04 17:45,0.749,0.781
2021-08-04 17:50,0.748,0.775
2021-08-04 17:55,0.748,0.775
2021-08-04 18:00,0.747,0.768
2021-08-04 18:05,0.748,0.775
2021-08-04 18:10,0.748,0.775
2021-08-04 18:15,0.748,0.775
2021-08-04 18:20,0.748,0.775
2021-08-04 18:25,0.747,0.768
2021-08-04 18:30,0.747,0.768
2021-08-04 18:35,0.747,0.768
2021-08-04 18:40,0.747,0.768
2021-08-04 18:45,0.747,0.768
2021-08-04 18:50,0.747,0.768
2021-08-04 18:55,0.747,0.768
2021-08-04 19:00,0.747,0.768
2021-08-04 19:05,0.747,0.768
2021-08-04 19:10,0.747,0.768
2021-08-04 19:15,0.747,0.768
2021-08-04 19:20,0.747,0.768
2021-08-04 19:25,0.747,0.768
2021-08-04 19:30,0.748,0.775
2021-08-04 19:35,0.747,0.768
2021-08-04 19:40,0.747,0.768
2021-08-04 19:45,0.747,0.768
2021-08-04 19:50,0.747,0.768
2021-08-04 19:55,0.747,0.768
2021-08-04 20:00,0.747,0.768
2021-08-04 20:05,0.746,0.762
2021-08-04 20:10,0.746,0.762
2021-08-04 20:15,0.747,0.768
2021-08-04 20:20,0.746,0.762
2021-08-04 20:25,0.745,0.756
2021-08-04 20:30,0.746,0.762
2021-08-04 20:35,0.747,0.768
2021-08-04 20:40,0.746,0.762
2021-08-04 20:45,0.746,0.762
2021-08-04 20:50,0.746,0.762
2021-08-04 20:55,0.745,0.756
2021-08-04 21:00,0.745,0.756
2021-08-04 21:05,0.746,0.762
2021-08-04 21:10,0.745,0.756
2021-08-04 21:15,0.745,0.756
2021-08-04 21:20,0.746,0.762
2021-08-04 21:25,0.745,0.756
2021-08-04 21:30,0.745,0.756
2021-08-04 21:35,0.745,0.756
2021-08-04 21:40,0.745,0.756
2021-08-04 21:45,0.745,0.756
2021-08-04 21:50,0.746,0.762
2021-08-04 21:55,0.745,0.756
2021-08-04 22:00,0.745,0.756
2021-08-04 22:05,0.745,0.756
2021-08-04 22:10,0.745,0.756
2021-08-04 22:15,0.745,0.756
2021-08-04 22:20,0.744,0.749
2021-08-04 22:25,0.744,0.749
2021-08-04 22:30,0.745,0.756
2021-08-04 22:35,0.744,0.749
2021-08-04 22:40,0.744,0.749
2021-08-04 22:45,0.744,0.749
2021-08-04 22:50,0.744,0.749
2021-08-04 22:55,0.744,0.749
2021-08-04 23:00,0.744,0.749
2021-08-04 23:05,0.744,0.749
2021-08-04 23:10,0.744,0.749
2021-08-04 23:15,0.744,0.749
2021-08-04 23:20,0.744,0.749
2021-08-04 23:25,0.743,0.743
2021-08-04 23:30,0.744,0.749
2021-08-04 23:35,0.744,0.749
2021-08-04 23:40,0.743,0.743
2021-08-04 23:45,0.743,0.743
2021-08-04 23:50,0.744,0.749
2021-08-04 23:55,0.743,0.743
2021-08-05 0:00,0.743,0.743
2021-08-05 0:05,0.743,0.743
2021-08-05 0:10,0.743,0.743
2021-08-05 0:15,0.743,0.743
2021-08-05 0:20,0.743,0.743
2021-08-05 0:25,0.743,0.743
2021-08-05 0:30,0.743,0.743
2021-08-05 0:35,0.743,0.743
2021-08-05 0:40,0.743,0.743
2021-08-05 0:45,0.743,0.743
2021-08-05 0:50,0.743,0.743
2021-08-05 0:55,0.743,0.743
2021-08-05 1:00,0.743,0.743
2021-08-05 1:05,0.742,0.737
2021-08-05 1:10,0.742,0.737
2021-08-05 1:15,0.742,0.737
2021-08-05 1:20,0.742,0.737
2021-08-05 1:25,0.743,0.743
2021-08-05 1:30,0.742,0.737
2021-08-05 1:35,0.743,0.743
2021-08-05 1:40,0.742,0.737
2021-08-05 1:45,0.742,0.737
2021-08-05 1:50,0.743,0.743
2021-08-05 1:55,0.743,0.743
2021-08-05 2:00,0.742,0.737
2021-08-05 2:05,0.742,0.737
2021-08-05 2:10,0.742,0.737
2021-08-05 2:15,0.742,0.737
2021-08-05 2:20,0.742,0.737
2021-08-05 2:25,0.742,0.737
2021-08-05 2:30,0.742,0.737
2021-08-05 2:35,0.742,0.737
2021-08-05 2:40,0.742,0.737
2021-08-05 2:45,0.742,0.737
2021-08-05 2:50,0.741,0.731
2021-08-05 2:55,0.742,0.737
2021-08-05 3:00,0.742,0.737
2021-08-05 3:05,0.742,0.737
2021-08-05 3:10,0.741,0.731
2021-08-05 3:15,0.742,0.737
2021-08-05 3:20,0.741,0.731
2021-08-05 3:25,0.742,0.737
2021-08-05 3:30,0.742,0.737
2021-08-05 3:35,0.741,0.731
2021-08-05 3:40,0.742,0.737
2021-08-05 3:45,0.742,0.737
2021-08-05 3:50,0.742,0.737
2021-08-05 3:55,0.742,0.737
2021-08-05 4:00,0.741,0.731
2021-08-05 4:05,0.742,0.737
2021-08-05 4:10,0.742,0.737
2021-08-05 4:15,0.742,0.737
2021-08-05 4:20,0.742,0.737
2021-08-05 4:25,0.742,0.737
2021-08-05 4:30,0.742,0.737
2021-08-05 4:35,0.742,0.737
2021-08-05 4:40,0.742,0.737
2021-08-05 4:45,0.742,0.737
2021-08-05 4:50,0.742,0.737
2021-08-05 4:55,0.741,0.731
2021-08-05 5:00,0.742,0.737
2021-08-05 5:05,0.742,0.737
2021-08-05 5:10,0.741,0.731
2021-08-05 5:15,0.742,0.737
2021-08-05 5:20,0.742,0.737
2021-08-05 5:25,0.742,0.737
2021-08-05 5:30,0.742,0.737
2021-08-05 5:35,0.742,0.737
2021-08-05 5:40,0.741,0.731
2021-08-05 5:45,0.742,0.737
2021-08-05 5:50,0.742,0.737
2021-08-05 5:55,0.742,0.737
2021-08-05 6:00,0.742,0.737
2021-08-05 6:05,0.742,0.737
2021-08-05 6:10,0.741,0.731
2021-08-05 6:15,0.742,0.737
2021-08-05 6:20,0.741,0.731
2021-08-05 6:25,0.741,0.731
2021-08-05 6:30,0.742,0.737
2021-08-05 6:35,0.742,0.737
2021-08-05 6:40,0.742,0.737
2021-08-05 6:45,0.742,0.737
2021-08-05 6:50,0.742,0.737
2021-08-05 6:55,0.743,0.743
2021-08-05 7:00,0.742,0.737
2021-08-05 7:05,0.742,0.737
2021-08-05 7:10,0.742,0.737
2021-08-05 7:15,0.742,0.737
2021-08-05 7:20,0.742,0.737
2021-08-05 7:25,0.742,0.737
2021-08-05 7:30,0.742,0.737
2021-08-05 7:35,0.741,0.731
2021-08-05 7:40,0.742,0.737
2021-08-05 7:45,0.742,0.737
2021-08-05 7:50,0.743,0.743
2021-08-05 7:55,0.742,0.737
2021-08-05 8:00,0.742,0.737
2021-08-05 8:05,0.742,0.737
2021-08-05 8:10,0.742,0.737
2021-08-05 8:15,0.742,0.737
2021-08-05 8:20,0.742,0.737
2021-08-05 8:25,0.742,0.737
2021-08-05 8:30,0.742,0.737
2021-08-05 8:35,0.742,0.737
2021-08-05 8:40,0.743,0.743
2021-08-05 8:45,0.743,0.743
2021-08-05 8:50,0.742,0.737
2021-08-05 8:55,0.742,0.737
2021-08-05 9:00,0.743,0.743
2021-08-05 9:05,0.742,0.737
2021-08-05 9:10,0.742,0.737
2021-08-05 9:15,0.742,0.737
2021-08-05 9:20,0.742,0.737
2021-08-05 9:25,0.743,0.743
2021-08-05 9:30,0.743,0.743
2021-08-05 9:35,0.742,0.737
2021-08-05 9:40,0.743,0.743
2021-08-05 9:45,0.742,0.737
2021-08-05 9:50,0.744,0.75
2021-08-05 9:55,0.742,0.737
2021-08-05 10:00,0.743,0.743
2021-08-05 10:05,0.743,0.743
2021-08-05 10:10,0.743,0.743
2021-08-05 10:15,0.742,0.737
2021-08-05 10:20,0.743,0.743
2021-08-05 10:25,0.743,0.743
2021-08-05 10:30,0.743,0.743
2021-08-05 10:35,0.743,0.743
2021-08-05 10:40,0.743,0.743
2021-08-05 10:45,0.743,0.743
2021-08-05 10:50,0.743,0.743
2021-08-05 10:55,0.743,0.743
2021-08-05 11:00,0.743,0.743
2021-08-05 11:05,0.743,0.743
2021-08-05 11:10,0.743,0.743
2021-08-05 11:15,0.743,0.743
2021-08-05 11:20,0.743,0.743
2021-08-05 11:25,0.743,0.743
2021-08-05 11:30,0.743,0.743
2021-08-05 11:35,0.742,0.737
2021-08-05 11:40,0.743,0.743
2021-08-05 11:45,0.743,0.743
2021-08-05 11:50,0.744,0.75
2021-08-05 11:55,0.743,0.743
2021-08-05 12:00,0.743,0.743
2021-08-05 12:05,0.743,0.743
2021-08-05 12:10,0.743,0.743
2021-08-05 12:15,0.743,0.743
2021-08-05 12:20,0.743,0.743
2021-08-05 12:25,0.743,0.743
2021-08-05 12:30,0.742,0.737
2021-08-05 12:35,0.743,0.743
2021-08-05 12:40,0.743,0.743
2021-08-05 12:45,0.743,0.743
2021-08-05 12:50,0.743,0.743
2021-08-05 12:55,0.742,0.737
2021-08-05 13:00,0.742,0.737
2021-08-05 13:05,0.742,0.737
2021-08-05 13:10,0.742,0.737
2021-08-05 13:15,0.743,0.743
2021-08-05 13:20,0.742,0.737
2021-08-05 13:25,0.742,0.737
2021-08-05 13:30,0.742,0.737
2021-08-05 13:35,0.742,0.737
2021-08-05 13:40,0.742,0.737
2021-08-05 13:45,0.742,0.737
2021-08-05 13:50,0.742,0.737
2021-08-05 13:55,0.743,0.743
2021-08-05 14:00,0.742,0.737
2021-08-05 14:05,0.742,0.737
2021-08-05 14:10,0.742,0.737
2021-08-05 14:15,0.742,0.737
2021-08-05 14:20,0.742,0.737
2021-08-05 14:25,0.741,0.731
2021-08-05 14:30,0.742,0.737
2021-08-05 14:35,0.742,0.737
2021-08-05 14:40,0.742,0.737
2021-08-05 14:45,0.743,0.737
2021-08-05 14:50,0.742,0.731
2021-08-05 14:55,0.742,0.731
2021-08-05 15:00,0.742,0.731
2021-08-05 15:05,0.742,0.731
2021-08-05 15:10,0.742,0.731
2021-08-05 15:15,0.742,0.731
2021-08-05 15:20,0.742,0.731
2021-08-05 15:25,0.742,0.731
2021-08-05 15:30,0.742,0.731
2021-08-05 15:35,0.742,0.731
2021-08-05 15:40,0.742,0.731
2021-08-05 15:45,0.742,0.731
2021-08-05 15:50,0.742,0.731
2021-08-05 15:55,0.742,0.731
2021-08-05 16:00,0.742,0.731
2021-08-05 16:05,0.742,0.731
2021-08-05 16:10,0.742,0.731
2021-08-05 16:15,0.742,0.731
2021-08-05 16:20,0.742,0.731
2021-08-05 16:25,0.742,0.731
2021-08-05 16:30,0.742,0.731
2021-08-05 16:35,0.742,0.731
2021-08-05 16:40,0.742,0.731
2021-08-05 16:45,0.742,0.731
2021-08-05 16:50,0.742,0.731
2021-08-05 16:55,0.742,0.731
2021-08-05 17:00,0.742,0.731
2021-08-05 17:05,0.742,0.731
2021-08-05 17:10,0.742,0.731
2021-08-05 17:15,0.742,0.731
2021-08-05 17:20,0.742,0.731
2021-08-05 17:25,0.742,0.731
2021-08-05 17:30,0.741,0.725
2021-08-05 17:35,0.742,0.731
2021-08-05 17:40,0.741,0.725
2021-08-05 17:45,0.741,0.725
2021-08-05 17:50,0.741,0.725
2021-08-05 17:55,0.74,0.719
2021-08-05 18:00,0.74,0.719
2021-08-05 18:05,0.74,0.719
2021-08-05 18:10,0.741,0.725
2021-08-05 18:15,0.74,0.719
2021-08-05 18:20,0.74,0.719
2021-08-05 18:25,0.74,0.719
2021-08-05 18:30,0.741,0.725
2021-08-05 18:35,0.74,0.719
2021-08-05 18:40,0.74,0.719
2021-08-05 18:45,0.741,0.725
2021-08-05 18:50,0.74,0.719
2021-08-05 18:55,0.74,0.719
2021-08-05 19:00,0.741,0.725
2021-08-05 19:05,0.74,0.719
2021-08-05 19:10,0.741,0.725
2021-08-05 19:15,0.74,0.719
2021-08-05 19:20,0.741,0.725
2021-08-05 19:25,0.74,0.719
2021-08-05 19:30,0.74,0.719
2021-08-05 19:35,0.739,0.713
2021-08-05 19:40,0.74,0.719
2021-08-05 19:45,0.74,0.719
2021-08-05 19:50,0.739,0.713
2021-08-05 19:55,0.739,0.713
2021-08-05 20:00,0.739,0.713
2021-08-05 20:05,0.739,0.713
2021-08-05 20:10,0.74,0.719
2021-08-05 20:15,0.739,0.713
2021-08-05 20:20,0.739,0.713
2021-08-05 20:25,0.739,0.713
2021-08-05 20:30,0.739,0.713
2021-08-05 20:35,0.739,0.713
2021-08-05 20:40,0.738,0.706
2021-08-05 20:45,0.739,0.713
2021-08-05 20:50,0.739,0.713
2021-08-05 20:55,0.739,0.713
2021-08-05 21:00,0.738,0.706
2021-08-05 21:05,0.739,0.713
2021-08-05 21:10,0.738,0.706
2021-08-05 21:15,0.738,0.706
2021-08-05 21:20,0.739,0.713
2021-08-05 21:25,0.739,0.713
2021-08-05 21:30,0.739,0.713
2021-08-05 21:35,0.739,0.713
2021-08-05 21:40,0.738,0.706
2021-08-05 21:45,0.738,0.706
2021-08-05 21:50,0.738,0.706
2021-08-05 21:55,0.738,0.706
2021-08-05 22:00,0.738,0.706
2021-08-05 22:05,0.738,0.706
2021-08-05 22:10,0.737,0.7
2021-08-05 22:15,0.738,0.706
2021-08-05 22:20,0.738,0.706
2021-08-05 22:25,0.737,0.7
2021-08-05 22:30,0.738,0.706
2021-08-05 22:35,0.737,0.7
2021-08-05 22:40,0.738,0.706
2021-08-05 22:45,0.737,0.7
2021-08-05 22:50,0.738,0.706
